species	tissue_class	tissue_type	cell_name	marker	symbol	marker_source
Mouse	Eye	Retina	Rheaume et al.Nat Commun.21	Fes	Fes	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.37	Gm765	Mdfic2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.24	Pifo	Pifo	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.19	Qrfpr	Qrfpr	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.7	Peli2	Peli2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.33	S100b	S100b	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.18	Prdm16	Prdm16	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.25	Baiap3	Baiap3	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.12	Arhgap31	Arhgap31	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.19	Cfap77	Cfap77	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.4	Kcns1	Kcns1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.23	Hist1h1c	H1f2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.27	Gm11413	Gm11413	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.6	Areg	Areg	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.6	Pdlim5	Pdlim5	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.25	Igf2	Igf2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.20	Kcns3	Kcns3	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.19	Hes1	Hes1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.8	C1ql2	C1ql2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.6	Ifi35	Ifi35	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.29	Crym	Crym	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.32	Pth2r	Pth2r	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.35	Gm26612		Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.32	Npy	Npy	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.6	Scml2	Scml2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.25	Nppa	Nppa	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.40	Pm20d2	Pm20d2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.22	Krt81	Krt81	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.23	Adora2a	Adora2a	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.30	Tmem184a	Tmem184a	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.29	Colq	Colq	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.32	Igfbp7	Igfbp7	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.36	1700015g11Rik		Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.16	Wfdc1	Wfdc1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.5	Tgm6	Tgm6	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.33	Il1rapl2	Il1rapl2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.4	D7Ertd443e	D7Ertd443e	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.5	Sostdc1	Sostdc1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.25	Trpc7	Trpc7	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.27	Avil	Avil	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.14	Jam2	Jam2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.25	Tcf24	Tcf24	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.11	Gjc1	Gjc1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.19	Esrrb	Esrrb	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.30	Vit	Vit	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.37	Tagln2	Tagln2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.32	Slc17a8	Slc17a8	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.39	Tnc	Tnc	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.31	Oas1e	Oas1e	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.8	Fam89a	Fam89a	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.33	Slc4a5	Slc4a5	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.32	Mmp12	Mmp12	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.35	Ttn	Ttn	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.16	Prkcg	Prkcg	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.32	Rp24-339e15.5		Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.34	Ccdc153	Ccdc153	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.25	Nr4a3	Nr4a3	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.30	Ntn1	Ntn1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.40	Gmip	Gmip	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.30	Ntf3	Ntf3	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.19	Adamts5	Adamts5	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.23	Chrna5	Chrna5	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.38	Erbb4	Erbb4	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.14	Gm10631	Gm10631	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.24	Gm42722	Gm42722	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.32	Myh2	Myh2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.34	Myo18b	Myo18b	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.32	Wif1	Wif1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.11	Lacc1	Lacc1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.25	Aldh1a1	Aldh1a1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.30	Pdzk1ip1	Pdzk1ip1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.3	Met	Met	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.32	Flt4	Flt4	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.32	Tbx5	Tbx5	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.23	Chrnb4	Chrnb4	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.37	Hrk	Hrk	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.39	Kcng2	Kcng2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.28	Gas1	Gas1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.39	Pcdha12	Pcdha12	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.16	Unc5b	Unc5b	Single-cell sequencing
Mouse	Eye	Retina	Retinal ganglion cell	Sox4	Sox4	Experiment
Mouse	Eye	Retina	Rheaume et al.Nat Commun.39	Doc2b	Doc2b	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.8	Wisp1	Ccn4	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.8	Otos	Otos	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.25	Trabd2b	Trabd2b	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.16	Rgcc	Rgcc	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.25	Ankrd6	Ankrd6	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.33	1700011i03Rik		Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.11	Tpbgl	Tpbgl	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.33	Flnc	Flnc	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.16	Creb3l2	Creb3l2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.16	Pamr1	Pamr1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.25	Prm1	Prm1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.21	Neto1	Neto1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.22	Nab2	Nab2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.37	Frmpd3	Frmpd3	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.27	Pappa2	Pappa2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.39	Tmem200c	Tmem200c	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.29	Rhoj	Rhoj	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.18	Mfng	Mfng	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.1	Mmp2	Mmp2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.6	Nr2f1	Nr2f1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.34	Wnt8b	Wnt8b	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.7	Dgkh	Dgkh	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.40	Dennd2a	Dennd2a	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.37	Mst1r	Mst1r	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.6	Psmb9	Psmb9	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.10	Kif26a	Kif26a	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.27	C1galt1	C1galt1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.6	Bst2	Bst2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.31	Cyr61	Ccn1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.39	Sln	Sln	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.37	Gm11100	Gm11100	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.35	Calcb	Calcb	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.23	Gpc6	Gpc6	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.7	Casp4	Casp4	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.7	Pde1a	Pde1a	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.32	Clrn1	Clrn1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.5	Nnmt	Nnmt	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.16	Muc15	Muc15	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.29	Hsd11b2	Hsd11b2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.3	Cnih3	Cnih3	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.39	Amhr2	Amhr2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.5	Egln3	Egln3	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.31	Lct	Lct	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.22	Fgd2	Fgd2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.20	Vcan	Vcan	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.7	Pknox2	Pknox2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.35	Rabl3	Rabl3	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.2	Fmo1	Fmo1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.37	Gpc3	Gpc3	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.32	Gpc4	Gpc4	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.28	Plpp3	Plpp3	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.7	St18	St18	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.29	Ptgfr	Ptgfr	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.36	Tnfrsf11b	Tnfrsf11b	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.20	Arhgef26	Arhgef26	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.33	Gsg1l	Gsg1l	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.19	Pcdh20	Pcdh20	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.40	Gpsm2	Gpsm2	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.30	Atp2a1	Atp2a1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.25	Aebp1	Aebp1	Single-cell sequencing
Mouse	Eye	Retina	Rheaume et al.Nat Commun.18	Postn	Postn	Single-cell sequencing
Mouse	Eye	Retina	Müller cell	GLUL		Experiment
Mouse	Eye	Eye	Endothelial cell	Notch1	Notch1	Experiment
Mouse	Eye	Eye	Endothelial cell	Notch4	Notch4	Experiment
Mouse	Eye	Eye	Endothelial cell	Dll4	Dll4	Experiment
Mouse	Eye	Eye	Endothelial cell	Jag1	Jag1	Experiment
Mouse	Eye	Retina	Cone cell	Opn1mw	Opn1mw	Experiment
Mouse	Eye	Retina	Retinal ganglion cell	Pax6	Pax6	Experiment
Mouse	Eye	Retina	Horizontal cell	Lhx1	Lhx1	Experiment
Mouse	Eye	Retina	Vascular endothelial cell	Pecam1	Pecam1	Experiment
Mouse	Eye	Retina	Amacrine cell	Pax6	Pax6	Experiment
Mouse	Eye	Retina	Retinal ganglion cell	Slc17A6		Experiment
Mouse	Eye	Retina	Müller glial cell	Pax6	Pax6	Experiment
Mouse	Eye	Retina	Amacrine cell	Gad1	Gad1	Experiment
Mouse	Eye	Retina	Horizontal cell	Pax6	Pax6	Experiment
Mouse	Eye	Retina	Vascular endothelial cell	Kcnj8	Kcnj8	Experiment
Mouse	Eye	Retina	Microglial cell	Cx3cr1	Cx3cr1	Experiment
Mouse	Eye	Retina	Amacrine cell	Slc6a9	Slc6a9	Experiment
Mouse	Eye	Retina	Müller glial cell	Vsx2	Vsx2	Experiment
Mouse	Eye	Retina	Müller glial cell	Rlbp1	Rlbp1	Experiment
Mouse	Eye	Retina	Astrocyte	Gfap	Gfap	Experiment
Mouse	Eye	Retina	Fibroblast	Pax6	Pax6	Experiment
Mouse	Eye	Retina	Astrocyte	Rlbp1	Rlbp1	Experiment
Mouse	Eye	Retina	Pericyte	Kcnj8	Kcnj8	Experiment
Mouse	Eye	Retina	Fibroblast	Vsx2	Vsx2	Experiment
Mouse	Eye	Retina	Fibroblast	Slc6a9	Slc6a9	Experiment
Mouse	Eye	Retina	Bipolar cell	Vsx2	Vsx2	Experiment
Mouse	Eye	Retinal pigment epithelium	Macrophage	ADGRE1		Experiment
Mouse	Eye	Retina	Horizontal cell	Neurofilament-H		Experiment
Mouse	Eye	Retina	Cholinergic amacrine cell	Calretinin		Experiment
Mouse	Eye	Retina	Horizontal cell	Calbindin		Experiment
Mouse	Eye	Retina	Retinal ganglion cell(RGC) axon	Neurofilament-H		Experiment
Mouse	Eye	Retina	Müller glial cell	Glul	Glul	Experiment
Mouse	Eye	Retina	Ganglion cell	Pou4f2	Pou4f2	Experiment
Mouse	Eye	Retina	Rod photoreceptor cell	Nr2e3	Nr2e3	Experiment
Mouse	Eye	Retina	Endothelial cell	Tie1	Tie1	Experiment
Mouse	Eye	Retina	Cone photoreceptor cell	Arr3	Arr3	Experiment
Mouse	Eye	Retina	Cone photoreceptor cell	Opn1mw	Opn1mw	Experiment
Mouse	Eye	Retina	Amacrine cell	Gad1	Gad1	Experiment
Mouse	Eye	Retina	Endothelial cell	Cldn5	Cldn5	Experiment
Mouse	Eye	Retina	Müller glial cell	Slc3a2	Slc3a2	Experiment
Mouse	Eye	Retina	Rod photoreceptor cell	Nrl	Nrl	Experiment
Mouse	Eye	Retina	Ganglion cell	Thy1	Thy1	Experiment
Mouse	Eye	Retina	Amacrine cell	Pax6	Pax6	Experiment
Mouse	Eye	Retina	Ganglion cell	Nefl	Nefl	Experiment
Mouse	Eye	Retina	Amacrine cell	Tfap2a	Tfap2a	Experiment
Mouse	Eye	Retina	Horizontal cell	Calb1	Calb1	Experiment
Mouse	Eye	Retina	Pericyte	Acta2	Acta2	Experiment
Mouse	Eye	Retina	Pericyte	Tagln	Tagln	Experiment
Mouse	Eye	Retina	Bipolar cell	Grik1	Grik1	Experiment
Mouse	Eye	Retina	Horizontal cell	Lhx1	Lhx1	Experiment
Mouse	Eye	Retina	Rod photoreceptor cell	Rho	Rho	Experiment
Mouse	Eye	Retina	Bipolar cell	Grm6	Grm6	Experiment
Mouse	Eye	Retina	Astrocyte	Pax2	Pax2	Experiment
Mouse	Eye	Retina	Müller glial cell	Vim	Vim	Experiment
Mouse	Eye	Retina	Müller glial cell	Rlbp1	Rlbp1	Experiment
Mouse	Eye	Retina	Bipolar cell	Vsx2	Vsx2	Experiment
Mouse	Eye	Retina	Astrocyte	S100b	S100b	Experiment
Mouse	Eye	Retina	Rod photoreceptor cell	Nrl	Nrl	Experiment
Mouse	Eye	Retina	Horizontal cell	Calb1	Calb1	Experiment
Mouse	Eye	Retina	Retinal pigment epithelium	Lrat	Lrat	Experiment
Mouse	Eye	Retina	Amacrine cell	Pax6	Pax6	Experiment
Mouse	Eye	Retina	Amacrine cell	Tfap2a	Tfap2a	Experiment
Mouse	Eye	Retina	Rod photoreceptor cell	Rho	Rho	Experiment
Mouse	Eye	Retina	Endothelial cell	Cldn5	Cldn5	Experiment
Mouse	Eye	Retina	Müller glial cell	Vim	Vim	Experiment
Mouse	Eye	Retina	Cone photoreceptor cell	Opn1mw	Opn1mw	Experiment
Mouse	Eye	Retina	Ganglion cell	Nefl	Nefl	Experiment
Mouse	Eye	Retina	Ganglion cell	Thy1	Thy1	Experiment
Mouse	Eye	Retina	Müller glial cell	Rlbp1	Rlbp1	Experiment
Mouse	Eye	Retina	Ganglion cell	Pou4f2	Pou4f2	Experiment
Mouse	Eye	Retina	Rod photoreceptor cell	Nr2e3	Nr2e3	Experiment
Mouse	Eye	Retina	Endothelial cell	Tie1	Tie1	Experiment
Mouse	Eye	Retina	Müller glial cell	Slc3a2	Slc3a2	Experiment
Mouse	Eye	Retina	Bipolar cell	Grik1	Grik1	Experiment
Mouse	Eye	Retina	Pericyte	Tagln	Tagln	Experiment
Mouse	Eye	Retina	Horizontal cell	Lhx1	Lhx1	Experiment
Mouse	Eye	Retina	Pericyte	Acta2	Acta2	Experiment
Mouse	Eye	Retina	Müller glial cell	Glul	Glul	Experiment
Mouse	Eye	Retina	Bipolar cell	Grm6	Grm6	Experiment
Mouse	Eye	Retina	Cone photoreceptor cell	Arr3	Arr3	Experiment
Mouse	Eye	Retina	Astrocyte	S100b	S100b	Experiment
Mouse	Eye	Retina	Amacrine cell	Gad1	Gad1	Experiment
Mouse	Eye	Retina	Retinal pigment epithelium	RPE65		Experiment
Mouse	Eye	Retina	Bipolar cell	Vsx2	Vsx2	Experiment
Mouse	Eye	Retina	Astrocyte	Pax2	Pax2	Experiment
Mouse	Eye	Eye	Astrocyte	Gfap	Gfap	Experiment
Mouse	Eye	Eye	Microglial cell	Tmem119	Tmem119	Experiment
Mouse	Eye	Eye	Ganglion cell	Pou4f1	Pou4f1	Experiment
Mouse	Eye	Retina	Photoreceptor cell	Nrl	Nrl	Experiment
Mouse	Eye	Retina	Photoreceptor cell	Prdm1	Prdm1	Experiment
Mouse	Eye	Retina	Photoreceptor cell	Gnat1	Gnat1	Experiment
Mouse	Eye	Retina	Photoreceptor cell	Onecut1	Onecut1	Experiment
Mouse	Eye	Retina	Ganglion cell	Zic1	Zic1	Experiment
Mouse	Eye	Retina	Photoreceptor cell	Nr2e3	Nr2e3	Experiment
Mouse	Eye	Retina	Ganglion cell	Tfap2d	Tfap2d	Experiment
Mouse	Eye	Retina	Photoreceptor cell	Crx	Crx	Experiment
Mouse	Eye	Retina	Photoreceptor cell	Gnat2	Gnat2	Experiment
Mouse	Eye	Retina	Ganglion cell	Rbpms2	Rbpms2	Experiment
Mouse	Eye	Retina	Ganglion cell	Mapt	Mapt	Experiment
Mouse	Eye	Retina	Photoreceptor cell	Abca4	Abca4	Experiment
Mouse	Eye	Retina	Photoreceptor cell	Otx2	Otx2	Experiment
Mouse	Eye	Retina	Photoreceptor cell	Pdc	Pdc	Experiment
Mouse	Eye	Retina	Ganglion cell	Irx3	Irx3	Experiment
Mouse	Eye	Retina	Ganglion cell	Nefm	Nefm	Experiment
Mouse	Eye	Retina	Photoreceptor cell	Rom1	Rom1	Experiment
Mouse	Eye	Retina	Photoreceptor cell	Gnb3	Gnb3	Experiment
Mouse	Eye	Retina	Endothelial cell	Pecam1	Pecam1	Review
Mouse	Eye	Retina	Endothelial cell	Myh11	Myh11	Review
Mouse	Eye	Retina	Endothelial cell	Mlana	Mlana	Review
Mouse	Eye	Retina	Endothelial cell	Cspg4	Cspg4	Review
Mouse	Eye	Retina	Endothelial cell	Col1a1	Col1a1	Review
Mouse	Eye	Retina	Endothelial cell	Kdr	Kdr	Review
Mouse	Eye	Retina	Endothelial cell	Rlbp1	Rlbp1	Review
Mouse	Eye	Retina	Endothelial cell	Mbp	Mbp	Review
Mouse	Eye	Retina	Endothelial cell	Vwf	Vwf	Review
Mouse	Eye	Retina	Endothelial cell	Acta2	Acta2	Review
Mouse	Eye	Retina	Endothelial cell	Pmel	Pmel	Review
Mouse	Eye	Retina	Endothelial cell	Pdgfrb	Pdgfrb	Review
Mouse	Eye	Retina	Endothelial cell	Pdgfra	Pdgfra	Review
Mouse	Eye	Retina	Endothelial cell	Cdh5	Cdh5	Review
Mouse	Eye	Retina	Endothelial cell	Mag	Mag	Review
Mouse	Eye	Retina	Endothelial cell	Cldn5	Cldn5	Review
Mouse	Eye	Retina	Endothelial cell	Tagln	Tagln	Review
Mouse	Eye	Retina	Endothelial cell	Flt1	Flt1	Review
Mouse	Eye	Retina	Endothelial cell	Mpz	Mpz	Review
Mouse	Eye	Retina	Endothelial cell	Rpe65	Rpe65	Review
Mouse	Eye	Retina	Endothelial cell	Ptprc	Ptprc	Review
Mouse	Eye	Choroid	Leukocyte	Ptprc	Ptprc	Experiment
Mouse	Eye	Choroid	Smooth muscle cell	Acta2	Acta2	Experiment
Mouse	Eye	Choroid	Fibroblast	Col1a1	Col1a1	Experiment
Mouse	Eye	Choroid	Pericyte	Pdgfrb	Pdgfrb	Experiment
Mouse	Eye	Choroid	Endothelial cell	Pecam1	Pecam1	Experiment
Mouse	Eye	Choroid	Lymphatic endothelial cell	Prox1	Prox1	Experiment
Mouse	Eye	Choroid	Endothelial cell	Cdh5	Cdh5	Experiment
Mouse	Eye	Eye	Myeloid cell	Ly6B		Experiment
Mouse	Eye	Eye	Myeloid cell	Elastase		Experiment
Mouse	Eye	Eye	Myeloid cell	CD101		Experiment
Mouse	Eye	Eye	Myeloid cell	CD14		Experiment
Mouse	Eye	Eye	Myeloid cell	Ly6G		Experiment
Mouse	Eye	Eye	Myeloid cell	MPO		Experiment
Mouse	Eye	Retina	Macrophage	Iba1	Iba1	Experiment
Mouse	Eye	Retina	Microglial cell	C1qa	C1qa	Experiment
Mouse	Eye	Retina	Microglial cell	Hexb	Hexb	Experiment
Mouse	Eye	Retina	Microglial cell	Sparc	Sparc	Experiment
Mouse	Eye	Retina	Microglial cell	pvMΦ		Experiment
Mouse	Eye	Retina	Macrophage	mMΦ		Experiment
Mouse	Eye	Retina	Macrophage	cpMΦ		Experiment
Mouse	Eye	Retina	Macrophage	pvMΦ		Experiment
Mouse	Eye	Retina	Microglial cell	mMΦ		Experiment
Mouse	Eye	Retina	Microglial cell	cpMΦ		Experiment
Mouse	Eye	Eye	Neuron	RBPMS		Experiment
Mouse	Eye	Eye	Neuron	ISL1		Experiment
Mouse	Eye	Eye	Neuron	Brn3a	Pou4f1	Experiment
Mouse	Eye	Eye	Neuron	Brn3b	Pou4f2	Experiment
Mouse	Eye	Lacrimal gland	Acinar cell	Lyz1	Lyz1	Experiment
Mouse	Eye	Lacrimal gland	Stem cell	Axin2	Axin2	Experiment
Mouse	Eye	Lacrimal gland	Stem cell	Tnfrsf19	Tnfrsf19	Experiment
Mouse	Eye	Lacrimal gland	Acinar cell	Sox10	Sox10	Experiment
Mouse	Eye	Lacrimal gland	Myoepithelial cell	Myl9	Myl9	Experiment
Mouse	Eye	Lacrimal gland	Ductal progenitor cell	Krt5	Krt5	Experiment
Mouse	Eye	Lacrimal gland	Stem cell	Lgr5	Lgr5	Experiment
Mouse	Eye	Lacrimal gland	Stem cell	Krt5	Krt5	Experiment
Mouse	Eye	Lacrimal gland	Myoepithelial cell	Acta2	Acta2	Experiment
Mouse	Eye	Retina	Microglial cell	Trem2	Trem2	Experiment
Mouse	Eye	Retina	Microglial cell	Aif1	Aif1	Experiment
Mouse	Eye	Retina	Microglial cell	Csf1r	Csf1r	Experiment
Mouse	Eye	Eye	Basal cell	Itgb4	Itgb4	Experiment
Mouse	Eye	Cornea	Corneal cell	Krt12	Krt12	Experiment
Mouse	Eye	Eye	Suprabasal cell	Cdkn1a	Cdkn1a	Experiment
Mouse	Eye	Eye	Suprabasal cell	Dsg1a	Dsg1a	Experiment
Mouse	Eye	Eye	Basal cell	Itgb1	Itgb1	Experiment
Mouse	Eye	Eye	Basal cell	Ccnd1	Ccnd1	Experiment
Mouse	Eye	Cornea	Corneal cell	Slurp1	Slurp1	Experiment
Mouse	Eye	Eye	Suprabasal cell	Cld4		Experiment
Mouse	Eye	Retina	Venous cell	Ptgis	Ptgis	Experiment
Mouse	Eye	Retina	Capillary cell	Mfsd2a	Mfsd2a	Experiment
Mouse	Eye	Retina	Venous cell	Hmgn2	Hmgn2	Experiment
